pointer,field,chars,text_digest
/paths/~1prompts/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1partials/get/responses/200/description,description,23,sha256-027dc849aad664fd5561d07e10a559ad4677a5ba89c6b937e8044f74ec0d68e0
/paths/~1prompts~1partials/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials/get/responses/404/description,description,9,sha256-e3ebaa16dd9d9b9fc107c42183fb6cf9d22927e1af03dbbdfa0ccc38e4e4ac31
/paths/~1prompts~1partials/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials/get/summary,summary,20,sha256-359282b14dda5fb34acdfa0903ab14985a63a6de9926adfbd79e7dba8bfd2bd4
/paths/~1prompts~1partials/post/requestBody/content/application~1json/schema/properties/string/description,description,40,sha256-d0593154d425753045ac8f3b08fa064ad8a8e7bd0f354624e6e6aea302e6bb06
/paths/~1prompts~1partials/post/requestBody/content/application~1json/schema/properties/workspace_id/description,description,23,sha256-b44044ef2e109536d7d66747f7f192cb44147bda965e17d7e0b969067ece1c8c
/paths/~1prompts~1partials/post/responses/200/description,description,35,sha256-e851d276f91bc99bf23f45e99d3dbb21cc432b20a19bf7f0417537c7def67b77
/paths/~1prompts~1partials/post/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials/post/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials/post/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials/post/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials/post/summary,summary,27,sha256-545c64b36716c27da003e65676dac7e2f4ff8699bb291e62efca119ad0c6a526
/paths/~1prompts~1partials/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1partials/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/200/description,description,35,sha256-a2f509bab3bff2206c445a6e2ee5a2b4957c134b6e83e08167df0a4c19fde77a
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/404/description,description,24,sha256-159745686cf26a09d780fb7dc9039720e5b774627473732ae50778ec0a22968e
/paths/~1prompts~1partials~1{promptPartialId}/delete/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials~1{promptPartialId}/delete/summary,summary,23,sha256-b7df5fa0c8ae13ba69a003a23e41099b4566ad9d51fd401d45b57162b29b1ec8
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/200/description,description,22,sha256-e28dd26882a3e313b7d74b4262e7149ca980d8c7e15ea495792afdca2bfd5c3b
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/404/description,description,24,sha256-159745686cf26a09d780fb7dc9039720e5b774627473732ae50778ec0a22968e
/paths/~1prompts~1partials~1{promptPartialId}/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials~1{promptPartialId}/get/summary,summary,34,sha256-57dd93d5552262a5908dd5f93718f9b51e9b455059090e3bba5307ab4056b5e2
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/200/description,description,35,sha256-8d17f6c5ddc5e84f1a18a6ce16d17397f790dddda609e40f6dde8d5ecde9afe8
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/404/description,description,24,sha256-159745686cf26a09d780fb7dc9039720e5b774627473732ae50778ec0a22968e
/paths/~1prompts~1partials~1{promptPartialId}/put/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials~1{promptPartialId}/put/summary,summary,23,sha256-59444780da8c2d66cf2a6d72f84cb9c1afd1ea8b7f2e9c032c96ef99325e6a30
/paths/~1prompts~1partials~1{promptPartialId}/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1partials~1{promptPartialId}/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/requestBody/content/application~1json/schema/properties/version/description,description,32,sha256-9cd0c2cdc07e50554124af63206fd25f0d64bd4b79d123966b5f94bcaf2cd770
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/200/description,description,32,sha256-36b2836de54f90836d57d6bca031357073d5227f25878ad6a08edc1d415e5f02
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/404/description,description,35,sha256-c815e214aa9bdac85abc29c560389bac6f6e59e7521d981b5560f15e721467fa
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/put/summary,summary,49,sha256-7dc1a9100d11e82986c07372c169f5c2bd5acfb29bc78177e675a0a7370a20cd
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1partials~1{promptPartialId}~1makeDefault/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/200/description,description,31,sha256-a1d85c5d08045d27c9d24c7dbfb2f9ce34e92be05e83673a8f8cc3d929235666
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/404/description,description,24,sha256-159745686cf26a09d780fb7dc9039720e5b774627473732ae50778ec0a22968e
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1partials~1{promptPartialId}~1versions/get/summary,summary,36,sha256-af9a32ea8d48c8882b5fcbf7e95a5746b3fcd3a18028e41d98c08f3d0807442f
/paths/~1prompts~1partials~1{promptPartialId}~1versions/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1partials~1{promptPartialId}~1versions/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1{promptId}/delete/responses/200/description,description,27,sha256-cd0bb2930e968263ac1152479994f424358b109d172864f458f5ee611ce64bbd
/paths/~1prompts~1{promptId}/delete/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}/delete/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}/delete/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}/delete/responses/404/description,description,16,sha256-a3b61d69f6f77528bcb3c83238f4d718a3f8e2189481afad6446de5a328019a7
/paths/~1prompts~1{promptId}/delete/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}/delete/summary,summary,15,sha256-6d4b218e4c822bab41672d1094967c142724aa051fd47a4e2f600ab41057fc8f
/paths/~1prompts~1{promptId}/get/responses/200/description,description,14,sha256-f855be1104d55c4d03cb47fe732e68ee737750ac794ba29333dc97fd2f4c2a74
/paths/~1prompts~1{promptId}/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}/get/responses/404/description,description,16,sha256-a3b61d69f6f77528bcb3c83238f4d718a3f8e2189481afad6446de5a328019a7
/paths/~1prompts~1{promptId}/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}/get/summary,summary,26,sha256-ef393e359eb4ecfd53d4e4589456ee537ae9d4c34ae36e0715bd3ba42958cb84
/paths/~1prompts~1{promptId}/put/description,description,766,sha256-287abc007c9eb737fb3774e901d73703efb245e7b2427d46e9aee460545b8c5e
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/functions/description,description,157,sha256-f0acc7a3215c10f3a3733e91f8d913bd12ed2011873162d95428135e4704fcd7
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/is_raw_template/description,description,169,sha256-0c2c86693dde92b64c0a4a415944edeb1bd2b9ab551a5bbd569d9a6f72211653
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/model/description,description,134,sha256-38b32062e1477253ff2a8e19a3c590b462adbf81fc36fa68f762795c5dee2d23
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/parameters/description,description,161,sha256-cfec54e91b33dbc73b3cdc67cd66399d8514f82c56c9ea811bd3e5c8aafd31b8
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/patch/description,description,307,sha256-dfc817ca628690cb82c2c377f4ec32649704a358e7c0cd5fbc4d6e42a8e8b4fe
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/prompt_metadata/description,description,156,sha256-ccf582a16e3d7dc6fecd8bff1ab16f0a79ea1c04fca3caf16e8352d36e60a588
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/string/description,description,140,sha256-866358b1fc8bec2898b87decd4b36772f44d2dd4aa9d547d7625b4361df98e1d
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/tool_choice/description,description,148,sha256-7dd7959566026a1605f67e7bbf14dc9abb5687c2e80a47067a5e5e9e28608f89
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/tools/description,description,153,sha256-59907939db495d2879a6eef8dfc2c69e3e3e8a73cf70e0147904a2051b748603
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/version_description/description,description,159,sha256-7737a5d4c69ae0397a8577caf861863fc1a7ba1758d59fa23cb09ab4eff0b16c
/paths/~1prompts~1{promptId}/put/requestBody/content/application~1json/schema/properties/virtual_key/description,description,160,sha256-f2e73fccc58839fde63509b901ad71e23ccece482228bf9d64bc60698ae4a67c
/paths/~1prompts~1{promptId}/put/responses/200/description,description,27,sha256-8468cf1bff2699acbcce0a15176bf4f75af054a05a7e2b2b4b199ccb18182f7d
/paths/~1prompts~1{promptId}/put/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}/put/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}/put/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}/put/responses/404/description,description,16,sha256-a3b61d69f6f77528bcb3c83238f4d718a3f8e2189481afad6446de5a328019a7
/paths/~1prompts~1{promptId}/put/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}/put/summary,summary,15,sha256-3a1bf2f14af994fb3180db81c8be807d93debae08568ff2979b7bb3af9f1dd8a
/paths/~1prompts~1{promptId}/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1{promptId}~1completions/post/description,description,47,sha256-4c538ff0a419ce7248cadcc6ba587f2d4712400b4d976b2090ac08bf0951a954
/paths/~1prompts~1{promptId}~1completions/post/parameters/0/description,description,51,sha256-8c315b01c24570f7c95b8e7790f4dc30c64ab5b637be71fc1263a8086acb8884
/paths/~1prompts~1{promptId}~1completions/post/requestBody/content/application~1json/schema/allOf/0/description,description,275,sha256-e7bd7e69c8caf4447a06f34722d855a693dd7bab52454e149a518354465c2044
/paths/~1prompts~1{promptId}~1completions/post/requestBody/content/application~1json/schema/allOf/0/properties/hyperparameters/description,description,167,sha256-0fe712a7131ee9b292cd9752b2de34ec06cd5391d7327d289f65d192fb4431e3
/paths/~1prompts~1{promptId}~1completions/post/requestBody/content/application~1json/schema/allOf/0/properties/stream/description,description,62,sha256-031776fa7972932d2a1ee3ccb7c3b677a8c4c9b2508196ac414aa37440ee3d36
/paths/~1prompts~1{promptId}~1completions/post/requestBody/content/application~1json/schema/allOf/0/properties/variables/description,description,46,sha256-e13726c06f1cd5f355a5568e2e3105b6ff72ecffd8deda8b0a88099ee46f36ae
/paths/~1prompts~1{promptId}~1completions/post/responses/200/content/application~1json/schema/properties/headers/description,description,16,sha256-4857ffa158305455e61a9920986a784b4c351ca0518dd5836cbefb3a92e21700
/paths/~1prompts~1{promptId}~1completions/post/responses/200/content/application~1json/schema/properties/status/description,description,15,sha256-1d018994c5d29819f6ac8c2a7c31d885c5d78a544e73e745e298c694fab76902
/paths/~1prompts~1{promptId}~1completions/post/responses/200/description,description,30,sha256-152fab96883c172d679f2000ed7cded1b60078f55bafd3fe4e431aef685c2e6a
/paths/~1prompts~1{promptId}~1completions/post/summary,summary,19,sha256-330b4d98537a4f587d51dd5e3f310fb83863dc3d515bd42b3d689a6c7d947a51
/paths/~1prompts~1{promptId}~1completions/post/x-code-samples,x-code-samples,2501,sha256-bad44858d2719ffd849723db1378c399be1148486ff316fd37a200eee66d393b
/paths/~1prompts~1{promptId}~1completions/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}~1completions/servers/1/description,description,23,sha256-d811289af1a8cb3ffb208a0b7c205b5e6c03c013897c947048a4b84b0c07fde7
/paths/~1prompts~1{promptId}~1makeDefault/put/requestBody/content/application~1json/schema/properties/version/description,description,32,sha256-9cd0c2cdc07e50554124af63206fd25f0d64bd4b79d123966b5f94bcaf2cd770
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/200/description,description,32,sha256-36b2836de54f90836d57d6bca031357073d5227f25878ad6a08edc1d415e5f02
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/404/description,description,27,sha256-4e3d408147f42d3d7bf997e37dfb25bc3d0151e9764810179ba56ea364e1746e
/paths/~1prompts~1{promptId}~1makeDefault/put/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}~1makeDefault/put/summary,summary,41,sha256-287a2b97e7783ff089de62d23616dfcf918b91299eb6b835b78e8822db041046
/paths/~1prompts~1{promptId}~1makeDefault/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}~1makeDefault/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1{promptId}~1render/post/description,description,61,sha256-040ac2ddd1e5126a990cf26775131eb5b2db2e5fe54ee135b776a819a350fe7b
/paths/~1prompts~1{promptId}~1render/post/parameters/0/description,description,54,sha256-57451cffd715d630c15947b34a8b6d53b87240fb59335c0454bd8fa91281f203
/paths/~1prompts~1{promptId}~1render/post/requestBody/content/application~1json/schema/allOf/0/description,description,275,sha256-e7bd7e69c8caf4447a06f34722d855a693dd7bab52454e149a518354465c2044
/paths/~1prompts~1{promptId}~1render/post/requestBody/content/application~1json/schema/allOf/0/properties/hyperparameters/description,description,167,sha256-0fe712a7131ee9b292cd9752b2de34ec06cd5391d7327d289f65d192fb4431e3
/paths/~1prompts~1{promptId}~1render/post/requestBody/content/application~1json/schema/allOf/0/properties/variables/description,description,46,sha256-e13726c06f1cd5f355a5568e2e3105b6ff72ecffd8deda8b0a88099ee46f36ae
/paths/~1prompts~1{promptId}~1render/post/responses/200/description,description,26,sha256-f7cc814da3045567d00ae9833364bbec8fc3d2cb0017320693dd8a963fc58b20
/paths/~1prompts~1{promptId}~1render/post/summary,summary,14,sha256-ec8ec25f66cfffc98b51ec2c3102ed6e30b34d22a632e602a2b4c27342cb8f5b
/paths/~1prompts~1{promptId}~1render/post/x-code-samples,x-code-samples,2445,sha256-677d445558f84fabdccbba145fc319378cb5b6f76a76bbd39bd9e5a8077bdbbd
/paths/~1prompts~1{promptId}~1render/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}~1render/servers/1/description,description,23,sha256-d811289af1a8cb3ffb208a0b7c205b5e6c03c013897c947048a4b84b0c07fde7
/paths/~1prompts~1{promptId}~1versions/get/responses/200/description,description,23,sha256-5273996c0e65f7854c1bed069d2464debafdbb19a407563813d39f019452c1e0
/paths/~1prompts~1{promptId}~1versions/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}~1versions/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}~1versions/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}~1versions/get/responses/404/description,description,16,sha256-a3b61d69f6f77528bcb3c83238f4d718a3f8e2189481afad6446de5a328019a7
/paths/~1prompts~1{promptId}~1versions/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}~1versions/get/summary,summary,28,sha256-a47cff8e2d98d296c94dda0d4cef20c8106fbeaddaaae9aae1d9791c553c971d
/paths/~1prompts~1{promptId}~1versions/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}~1versions/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/200/description,description,22,sha256-c61db0ccd18576bbb7ba8128b6b9f4eff128edaaeb0601dc4439a3c9a4b14ae2
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/404/description,description,24,sha256-d233828f95a4c0801a30c08a42be76c86c1f03d93d5eca3a7d06df1cc302054b
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}~1versions~1{versionId}/get/summary,summary,34,sha256-8c13b08f145654acb9d694381ea85042c46f357fdbe6cc2d40a204f6dfafc8ae
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/description,description,338,sha256-b8d66843740263fa5652f8365a5a5482f9059a24d78f474aacc656e16a8d6d67
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/requestBody/content/application~1json/schema/properties/label_id/description,description,36,sha256-3cc734c7309c22a2ca3f5b132c31c0262eed95cc47f499b30ec4564993af4632
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/200/description,description,35,sha256-45db66d425b80b13eb98d1f7218f6abda0110667a039102e21123f7474db6030
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/400/description,description,11,sha256-917ef22f94f460141928531e1945453e29d89dcd58e3383c2b3ba0e2e19eb0d7
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/401/description,description,12,sha256-d089c8a9fc28e4e50223eb38c9409e362521be9380a37341304fbac7a4cd9e5f
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/403/description,description,9,sha256-78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/404/description,description,24,sha256-d233828f95a4c0801a30c08a42be76c86c1f03d93d5eca3a7d06df1cc302054b
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/responses/500/description,description,12,sha256-dfe0c2e802b1ff632ce6e3b43ea8d6055b4db02c3b52e6871a72b05e9cc76d5e
/paths/~1prompts~1{promptId}~1versions~1{versionId}/put/summary,summary,37,sha256-321d776d13406efa833c4d77d47adf4f833d48d7a34c0e88ae7e34d041a6521f
/paths/~1prompts~1{promptId}~1versions~1{versionId}/servers/0/description,description,27,sha256-9836600675f763ce2598e0fee6eb5930d9d57a5978f92ff5c989028e9ded4ec4
/paths/~1prompts~1{promptId}~1versions~1{versionId}/servers/1/description,description,29,sha256-2cc2e58054c38bb2cdfd6bd2edcbd1018ee6934d126106c292611be1bb7b62d5
/paths/~1providers/get/parameters/0/description,description,27,sha256-08ab920b070d19d17720fee88b5257dccff0bc9f809afda3aa7f054792837cd0
/paths/~1providers/get/parameters/1/description,description,24,sha256-5a858a0534b79b60adb61b8b125dc437deb8e5a223da35d3199d15bd8aa3b1c3
/paths/~1providers/get/parameters/2/description,description,87,sha256-e392d5c0cfbdbc42e4e10eb7f41c80f8c9d97a333110feac53021b8df439e13f
/paths/~1providers/get/responses/200/content/application~1json/schema/properties/total/description,description,25,sha256-490eb4298d2f8409f81b26e5eb2f62d9e7203205cdcb9876c194fdb92982546e
/paths/~1providers/get/responses/200/description,description,19,sha256-40c36e17aeb2957d4bd44663c5fa646d56ddff440280be284f0efbf5ccd87d02
/paths/~1providers/get/summary,summary,18,sha256-7ba1ec5d9f559509b2c5e1bcfde0c730c27963be6d886747b1b22b52d24086f6
/paths/~1providers/get/x-code-samples,x-code-samples,1624,sha256-bd89412f2f9ea021e3e999255a999e67a35e61371d64344f4a3f0e6cb865665d
/paths/~1providers/post/requestBody/content/application~1json/examples,examples,268,sha256-8dfeb1fa973a50c184e2f3552104e4a7db0e042ad9bed6e9e9e61f3ad1f99e9b
/paths/~1providers/post/requestBody/content/application~1json/schema/properties/integration_id/description,description,48,sha256-8b835aa49f9d73289e0996473869bb50ccf139a09bfa5c1988efe0147529f6ae
/paths/~1providers/post/requestBody/content/application~1json/schema/properties/slug/description,description,97,sha256-d5cb0cf7cdd6f95f0f18e78c89e1408543d966134f7a37c09b9a0f5b089924ef
